id,bike_name,city_posted,km_driven,color,fuel_type,price,model_year,owner_type,url
41440,"Hero Honda Splendor Plus","Bijapur ",35000,Black,Petrol,31000,2008,SecondOwner,,
41441,"Honda Unicorn Alloy",K.,33000,Black,Petrol,51999,2012,FirstOwner,,
41442,"Hero Honda Cbz Xtreme Self Start",K.,40000,Black,Petrol,22000,2007,SecondOwner,,
41443,"Honda Shine Self Disc Alloy","Hyderabad ",19000,Red,Petrol,56999,2014,FirstOwner,,
41444,"Honda Activa","Hyderabad ",30000,Black,Petrol,18500,2006,SecondOwner,,
41445,"Hero Honda Karizma Zmr Pgm Fi","Hyderabad ",33000,White,Petrol,56999,2011,SecondOwner,,
41446,"Hero Honda CD100	 STD","Hyderabad ",80000,WhiteAndRed,Petrol,26000,1997,SecondOwner,,
41447,"Hero Honda Karizma Zmr Pgm Fi","Hyderabad ",9000,Black,Petrol,59999,2010,FirstOwner,,
41448,"Hero Honda Passion Pro","Hyderabad ",60000,Blue,Petrol,27999,2009,FirstOwner,,
41449,"Hero Honda Passion Pro","Hyderabad ",43000,BlackAndBlue,Petrol,33000,2011,SecondOwner,,
41450,"Hero Honda Karizma R","Hyderabad ",28000,Black,Petrol,55000,2011,SecondOwner,,
41451,"Hero Honda Splendor Plus","Hyderabad ",35000,Black,Petrol,23000,2006,SecondOwner,,
41452,"Hero Motocorp Passion Xpro Drum Self Spoke","Hyderabad ",20000,NavyBlue,Petrol,44999,2013,FirstOwner,,
41453,"Bajaj Pulsar 150cc Dtsi","Hyderabad ",16000,Black,Petrol,58000,2013,FirstOwner,,
41454,"Bajaj Pulsar 150cc Dtsi",K.,20000,Black,Petrol,25999,2007,FirstOwner,,
41455,"Bajaj Pulsar 150cc Dtsi","Hyderabad ",54000,Black,Petrol,21999,2007,FirstOwner,,
41456,"Bajaj Pulsar 180cc Dtsi","Hyderabad ",47000,Black,Petrol,40000,2010,FirstOwner,,
41457,"Bajaj Pulsar 150cc Dtsi","Hyderabad ",20000,Black,Petrol,54999,2012,FirstOwner,,
41458,"Bajaj Discover 100 M Disc","Hyderabad ",24000,Black,Petrol,34999,2013,FirstOwner,,
41459,"Bajaj Pulsar 220F Dtsi","Hyderabad ",47000,Black,Petrol,50000,2011,FirstOwner,,
41460,"Yamaha FZ16","Coimbatore ",41000,White,Petrol,49000,2011,FirstOwner,,
41461,"Royal Enfield Bullet 350","Coimbatore ",100000,Black,Petrol,99000,1999,FourthOwner,,
41462,"Yamaha RX 100 STD","Karur ",45000,Blue,Petrol,69000,1994,SecondOwner,,
41463,"Yamaha FZS FI Version 2.0","Tiruvallur ",60000,BlackAndGold,Petrol,44999,2012,FirstOwner,,
41464,"Yamaha Ss 125","Chennai ",44000,RedAndBlack,Petrol,22000,2011,FirstOwner,,
41465,"Yamaha FZ S","Chennai ",21000,Red&White,Petrol,39999,2012,FirstOwner,,
41466,"Yamaha YZF R15 Version 2.0","Kanchipuram ",35000,Yellow,Petrol,69000,2010,SecondOwner,,
41467,"TVS Fiero F2 Drum","Chennai ",29000,WhiteAndBlack,Petrol,10000,2003,FirstOwner,,
41468,"Yamaha FZ16","Tiruvallur ",2115,Black,Petrol,69999,2014,FirstOwner,,
41469,"TVS Apache RTR 160","Kanchipuram ",7800,Black,Petrol,59999,2014,FirstOwner,,
41470,"Honda Stunner CBF Self Disc Alloy","Chennai ",33000,Yellow,Petrol,27999,2011,FirstOwner,,
41471,"Honda CB Twister Self Drum Alloy","Kanchipuram ",12000,Yellow,Petrol,39999,2014,FirstOwner,,
41472,"Honda CB Twister Self Drum Alloy","Chennai ",40000,Blue,Petrol,18000,2010,SecondOwner,,
41473,"Hero Honda Splendor Plus","Tiruvallur ",29000,Black,Petrol,17000,2005,FirstOwner,,
41474,"Hero Honda Passion Plus","Chennai ",40000,RedAndBlack,Petrol,21000,2009,FirstOwner,,
41475,"Hero Honda Karizma R","Kanchipuram ",29000,Red,Petrol,35000,2010,FirstOwner,,
41476,"Suzuki Gs150r","Kanchipuram ",47000,Black,Petrol,17999,2009,SecondOwner,,
41477,"Hero Honda Splendor Super","Chennai ",35000,Black,Petrol,15000,2005,FirstOwner,,
41478,"Hero Honda CD100 SS STD","Chennai ",80000,Red,Petrol,7499,1989,SecondOwner,,
41479,"Bajaj Pulsar 150cc Dtsi","Chennai ",50000,RedAndBlack,Petrol,33000,2012,SecondOwner,,
41480,"Bajaj Pulsar 150cc Dtsi","Kanchipuram ",14200,Black,Petrol,46499,2013,FirstOwner,,
41481,"Royal Enfield Bullet 350","Jaipur ",380,Silver,Petrol,160000,2015,FirstOwner,,
41482,"Royal Enfield Bullet 500","Jaipur ",4900,Black,Petrol,150000,2014,FirstOwner,,
41483,"Mahindra Centuro NXT","Jaipur ",11000,Black,Petrol,39000,1981,FirstOwner,,
41484,"Hero Honda Splendor Pro","Jaipur ",56000,Red&Black,Petrol,37999,2011,FirstOwner,,
41485,"Honda CB Trigger STD","Coorg ",20500,Black,Petrol,30000,2015,FirstOwner,,
41486,"Hero Honda Splendor Pro","Jaipur ",25000,RED,Petrol,31499,2011,SecondOwner,,
41487,"Royal Enfield Thunderbird 500","Chennai ",20000,MattBlackStone,Petrol,120000,2013,FirstOwner,,
41488,"Royal Enfield Classic 350","Delhi ",30000,BlackSilverAndChr,Petrol,85000,2013,SecondOwner,,
41489,"Yamaha FZ16","Thane ",59400,Black,Petrol,39600,2010,FirstOwner,,
41490,"Bajaj Pulsar 200 NS","Bangalore ",20500,Blue,Petrol,75000,2013,FirstOwner,,
41491,"Bajaj Pulsar 220F Dtsi","Delhi ",25000,Black,Petrol,35000,2011,FirstOwner,,
41492,"Royal Enfield Thunderbird 500","Nanded ",6000,StoneBlack,Petrol,160000,2014,FirstOwner,,
41493,"Yamaha Ray Z","Motihari ",2345,Red,Petrol,5000,2014,SecondOwner,,
41494,"Honda Stunner CBF Self Disc Alloy","Chennai ",35200,MetallicGray,Petrol,29000,2013,FirstOwner,,
41495,"Bajaj Pulsar 150cc Dtsi","Delhi ",40000,RED(Mehroon),Petrol,40000,2009,FirstOwner,,
41496,"Bajaj Pulsar 150cc Dtsi","Delhi ",30000,Black,Petrol,25000,2007,FirstOwner,,
41497,"Bajaj Avenger 220","Jaipur ",38000,Blue,Petrol,50000,2014,FirstOwner,,
41498,"Bajaj Discover 125 T Disc","Zirakpur ",6800,BLACK&BLUE,Petrol,44000,2014,FirstOwner,,
41499,"Yamaha Fazer Sport","Jaipur ",19000,Black,Petrol,44999,2011,FirstOwner,,
41500,"Hero Honda Splendor Pro","Surat ",16317,Black,Petrol,42000,2013,SecondOwner,,
41501,"Bajaj Pulsar 150cc Dtsi","Thane ",50000,Black,Petrol,16000,2006,SecondOwner,,
41502,"Royal Enfield Bullet 350","Jaipur ",50000,Peacock,Petrol,140000,2001,ThirdOwner,,
41503,"Kawasaki Ninja 400r","Chennai ",20000,Blue,Petrol,240000,1995,FirstOwner,,
41504,"Bajaj Platina 100 Alloy Wheel KS","Pune ",75000,Red,Petrol,18000,2006,FirstOwner,,
41505,"Bajaj CT 100 Spoke","Jaipur ",62000,BattleGreen,Petrol,17000,2005,SecondOwner,,
41506,"Bajaj Pulsar 180cc Dtsi","Jaipur ",50000,Red,Petrol,29999,2007,FirstOwner,,
41507,"Bajaj Xcd 135 Dtssi Self Start","Dausa ",43000,Black,Petrol,25000,2009,FirstOwner,,
41508,"Bajaj Pulsar 150cc Dtsi","Thane ",67000,Red,Petrol,13999,2004,FirstOwner,,
41509,"Bajaj Avenger 220","Thane ",15300,Red,Petrol,50000,2012,FirstOwner,,
41510,"TVS Star City Spoke","Pune ",89000,Black,Petrol,22000,2007,FirstOwner,,
41511,"Hero Honda Cbz Xtreme Self Start","Pune ",19000,BlackAndRed,Petrol,40000,2011,FirstOwner,,
41512,"Hero Honda Karizma R","Pune ",45000,Black,Petrol,34000,2006,FirstOwner,,
41513,"Royal Enfield Thunderbird 350","Pune ",34999,Red,Petrol,110000,2010,SecondOwner,,
41514,"Honda Activa 125","Hyderabad ",25000,Black,Petrol,38000,2012,FirstOwner,,
41515,"Bajaj CT 100 Spoke","Patna ",35000,BlackAndBrown,Petrol,17000,2008,SecondOwner,,
41516,"Bajaj Pulsar 220F Dtsi","Patna ",28000,Blue,Petrol,47999,2012,FirstOwner,,
41517,"Yamaha YZF R15 Version 2.0","Bahraich ",12000,BlackGreen,Petrol,84999,2014,SecondOwner,,
41518,"Hero Motocorp Xtreme Double Disc","Kolkata ",8000,Red,Petrol,54000,2014,FirstOwner,,
41519,"Bajaj Pulsar 220F Dtsi","Patna ",25000,Black,Petrol,57999,2011,FirstOwner,,
41520,"TVS Victor 110","Patna ",12000,RedAndBlack,Petrol,16000,2010,SecondOwner,,
41521,"Bajaj Discover 100","Chandigarh ",24000,BlackAndRed,Petrol,34999,2009,FirstOwner,,
41522,"Bajaj Pulsar 150cc Dtsi","Chandigarh ",23000,Black,Petrol,29000,2008,FirstOwner,,
41523,"Bajaj Pulsar 220F Dtsi","Patiala ",12000,Black,Petrol,65000,2012,FirstOwner,,
41524,"Bajaj Pulsar 180cc Dtsi","Patiala ",50000,Black,Petrol,21000,2008,FirstOwner,,
41525,"Bajaj Pulsar 200 NS","Chandigarh ",8000,Black,Petrol,79999,2014,FirstOwner,,
41526,"Bajaj Pulsar 150cc Dtsi","Chandigarh ",24000,Black,Petrol,23999,2006,FirstOwner,,
41527,"Hero Honda Passion Plus","Chandigarh ",60200,Blue&Black,Petrol,13000,2004,SecondOwner,,
41528,"Honda CB Twister Self Disc Alloy","Chandigarh ",26000,White,Petrol,45000,2012,FirstOwner,,
41529,"Bajaj Pulsar 220F Dtsi","Delhi ",11000,JetBlack,Petrol,63000,2012,FirstOwner,,
41530,"Royal Enfield Bullet Classic 500","Chandigarh ",20270,Maroon,Petrol,120000,2010,FirstOwner,,
41531,"Bajaj Avenger 220","Delhi ",7000,Black,Petrol,64000,2013,FirstOwner,,
41532,"Bajaj Pulsar 180cc Dtsi","Delhi ",64000,Black,Petrol,20999,2009,SecondOwner,,
41533,"Bajaj Pulsar 200 NS ABS","Delhi ",25000,BlackAndRed,Petrol,70000,2014,FirstOwner,,
41534,"Bajaj Pulsar 180cc Dtsi","Delhi ",35000,Black,Petrol,24999,2010,FirstOwner,,
41535,"Bajaj Pulsar 180cc Dtsi","Delhi ",23000,Black,Petrol,64000,2014,FirstOwner,,
41536,"Bajaj Pulsar 135","Delhi ",8500,Red,Petrol,34999,2010,FirstOwner,,
41537,"Bajaj Pulsar 135","Delhi ",20000,Black,Petrol,29999,2011,FirstOwner,,
41538,"Bajaj Pulsar 135","Delhi ",18000,Black,Petrol,28999,2010,FirstOwner,,
41539,"Bajaj Avenger 220","Delhi ",3000,Red,Petrol,78000,2014,FirstOwner,,
41540,"Bajaj Pulsar 150cc Dtsi","Delhi ",32000,Black,Petrol,18000,2006,FirstOwner,,
41541,"Hero Honda Splendor Super","Delhi ",60000,Black,Petrol,20000,2006,SecondOwner,,
41542,"Hero Honda Cbz Xtreme Self Start","Delhi ",11000,Black,Petrol,49999,2012,FirstOwner,,
41543,"Hero Motocorp Passion Xpro Disc Self Cast","Delhi ",10000,Black,Petrol,49999,2014,FirstOwner,,
41544,"Hero Motocorp HF Deluxe Alloy Self Start","Delhi ",15000,Blue,Petrol,40000,2014,FirstOwner,,
41545,"Hero Honda Passion Pro","Delhi ",18000,RedAndBlack,Petrol,27999,2010,FirstOwner,,
41546,"Hero Honda Passion Pro","Delhi ",61000,Blue,Petrol,24999,2009,FirstOwner,,
41547,"Hero Honda Karizma Zmr Pgm Fi","Delhi ",26000,White,Petrol,64999,2012,FirstOwner,,
41548,"Hero Honda Splendor Nxg","Delhi ",20772,Black,Petrol,29000,2007,FirstOwner,,
41549,"Honda Stunner CBF Self Disc Alloy","Delhi ",24000,RedAndBlack,Petrol,30000,2010,FirstOwner,,
41550,"Honda Stunner CBF Self Disc Alloy","Delhi ",34000,BlackAndGreen,Petrol,37000,2012,FirstOwner,,
41551,"Royal Enfield Bullet 350","Delhi ",16000,Mahroon,Petrol,50000,2005,FirstOwner,,
41552,"Royal Enfield Thunderbird 350","Karnal ",17845,CherryRed,Petrol,54999,2006,SecondOwner,,
41553,"Suzuki Slingshot Plus Drum Self","Delhi ",54000,Yellow,Petrol,21999,2010,FirstOwner,,
41554,"TVS Apache RTR 180","Delhi ",22000,White,Petrol,45000,2011,FirstOwner,,
41555,"TVS Star City Alloy","Delhi ",50000,Black,Petrol,20000,2009,FirstOwner,,
41556,"Yamaha FZ16","Delhi ",8000,Green,Petrol,49000,2011,FirstOwner,,
41557,"Yamaha YZF R15 Version 2.0","Delhi ",17000,Blue,Petrol,61999,2011,FirstOwner,,
41558,"Bajaj Pulsar 135","Surat ",16000,Blue,Petrol,49000,2014,FirstOwner,,
41559,"Yamaha FZS FI Version 2.0","Delhi ",18000,GoldNBlack,Petrol,50000,2013,FirstOwner,,
41560,"Honda Shine CBS","Ankleshwar ",17500,Black,Petrol,45000,2011,FirstOwner,,
41561,"Hero Honda Karizma R","Surat ",30000,Red,Petrol,23000,2006,SecondOwner,,
41562,"Royal Enfield Classic 350","Ahmedabad ",8000,Silver,Petrol,120000,2014,FirstOwner,,
41563,"Yamaha YZF R15 Version 2.0","Surat ",14000,Black,Petrol,100000,2013,FirstOwner,,
41564,"Bajaj Discover 125 M Disc","Rewari ",20000,GreenAndGold,Petrol,31499,2012,FirstOwner,,
41565,"TVS Star City Plus Electric Start Mag","Delhi ",6500,Blue,Petrol,40000,2015,FirstOwner,,
41566,"Bajaj Pulsar 150cc Dtsi","Gurgaon ",16000,Black,Petrol,32000,2011,ThirdOwner,,
41567,"Bajaj Pulsar 200 NS","Gurgaon ",18500,Red,Petrol,64000,2012,FirstOwner,,
41568,"Hero Honda Splendor Plus","Gurgaon ",40000,Black,Petrol,30000,2010,FirstOwner,,
41569,"Bajaj Pulsar 150 NS","Gurgaon ",11500,Black,Petrol,52000,2014,FirstOwner,,
41570,"Honda Stunner CBF Self Disc Alloy","Gurgaon ",8300,YellowAndBlack,Petrol,45000,2014,SecondOwner,,
41571,"Bajaj Pulsar 180cc Dtsi","Bangalore ",53000,Black,Petrol,29000,2008,SecondOwner,,
41572,"Bajaj Pulsar 150cc Dtsi","Bangalore ",45600,Black,Petrol,34999,2008,FirstOwner,,
41573,"Bajaj Discover 125 M Drum","Bangalore ",65000,Black,Petrol,22000,2007,SecondOwner,,
41574,"Bajaj Discover 125 STD","Bangalore ",40000,Blue,Petrol,30000,2009,SecondOwner,,
41575,"Bajaj Pulsar 150cc Dtsi","Bangalore ",32000,Black,Petrol,17999,2005,FirstOwner,,
41576,"Bajaj Xcd 135 Dtssi Self Start","Bangalore ",41000,Silver,Petrol,21000,2009,FirstOwner,,
41577,"Bajaj Pulsar 150cc Dtsi","Bangalore ",37500,Black,Petrol,37999,2009,SecondOwner,,
41578,"Bajaj Pulsar 180cc Dtsi","Bangalore ",64000,Blue,Petrol,44999,2010,FirstOwner,,
41579,"Bajaj Pulsar 220F Dtsi","Bangalore ",12500,Black,Petrol,78000,2013,FirstOwner,,
41580,"Bajaj Pulsar 150cc Dtsi","Bangalore ",50000,Red,Petrol,21999,2006,SecondOwner,,
41581,"Bajaj Avenger 220","Mysore ",29800,SilverGrey,Petrol,59000,2011,SecondOwner,,
41582,"Bajaj Discover 150 S Drum","Bangalore ",15000,Red,Petrol,34000,2011,SecondOwner,,
41583,"Bajaj Discover 100","Bangalore ",53000,GreyAndBlack,Petrol,35000,2008,FirstOwner,,
41584,"Bajaj Pulsar 150cc Dtsi","Bangalore ",4000,Black,Petrol,85000,2015,FirstOwner,,
41585,"Hero Honda Passion Plus","Bangalore ",50000,RedGray,Petrol,25000,2006,SecondOwner,,
41586,"Hero Honda CD100	 STD","Bangalore ",64000,Black,Petrol,14000,1994,SecondOwner,,
41587,"Hero Honda CD100 SS STD","Bangalore ",2000,Black,Petrol,25000,1982,SecondOwner,,
41588,"Honda Shine Self Disc Alloy","Bangalore ",43000,Red,Petrol,40000,2011,FirstOwner,,
41589,"Honda CB Unicorn 160 Cbs","Bangalore ",5000,Black,Petrol,77000,2015,FirstOwner,,
41590,"Honda CB Trigger STD","Mumbai ",11000,Green,Petrol,65000,2014,FirstOwner,,
41591,"Royal Enfield Bullet 350 Twinspark","Bangalore ",40000,Orange,Petrol,130000,1992,SecondOwner,,
41592,"Royal Enfield Bullet 500","Bangalore ",15000,Black,Petrol,170000,2012,FirstOwner,,
41593,"Suzuki Fiero STD","Bangalore ",25000,Red,Petrol,27000,2000,SecondOwner,,
41594,"TVS Apache RTR 180","Bangalore ",30000,White,Petrol,49000,2012,SecondOwner,,
41595,"Suzuki Fiero STD","Bangalore ",52000,Red,Petrol,28000,2001,ThirdOwner,,
41596,"TVS Apache RTR 160","Bangalore ",46000,Yellow,Petrol,38999,2009,FirstOwner,,
41597,"Suzuki Samurai STD","Bangalore ",60000,BlueAndSliver,Petrol,34999,2000,FirstOwner,,
41598,"TVS Apache RTR 160","Bangalore ",400,Grey,Petrol,80000,2015,FirstOwner,,
41599,"Yamaha YZF R15 Version 2.0","Bangalore ",16000,WhiteAndBlue,Petrol,89999,2014,FirstOwner,,
41600,"Yamaha YZF R15 Version 2.0","Bangalore ",8000,Grey,Petrol,10000,2014,FirstOwner,,
41601,"Yamaha RX 135 STD","Bangalore ",300000,Black,Petrol,44999,2002,FirstOwner,,
41602,"Yamaha FZ16","Bangalore ",20000,Black,Petrol,54000,2009,FirstOwner,,
41603,"Yamaha Fazer Sport","Bangalore ",19000,Black&Green,Petrol,49000,2012,SecondOwner,,
41604,"Yamaha Enticer 125","Bangalore ",60000,Golden,Petrol,30000,2003,SecondOwner,,
41605,"Yamaha YZF R15 Version 2.0","Bangalore ",20000,BlackAndWhite,Petrol,80000,2013,FirstOwner,,
41606,"Hyosung St7","Bangalore ",3500,Black,Petrol,520000,2012,FirstOwner,,
41607,"Bajaj Pulsar 180cc Dtsi","Indore ",50000,Black,Petrol,26000,2008,SecondOwner,,
41608,"Ideal Jawa Yezdi 250","Bangalore ",100000,Silver,Petrol,69999,1983,SecondOwner,,
41609,"Bajaj Discover 125 M Drum","Indore ",60000,RedAndBlack,Petrol,19999,2008,FirstOwner,,
41610,"Hero Motocorp Ignitor 125 Drum","Indore ",6500,Black,Petrol,55000,2013,FirstOwner,,
41611,"Honda Stunner CBF Self Disc Alloy","Indore ",35000,Yellow,Petrol,27000,2009,SecondOwner,,
41612,"Bajaj Pulsar 150cc Dtsi","Mumbai ",60000,Red,Petrol,14999,2006,SecondOwner,,
41613,"Bajaj Pulsar 180cc Dtsi","Mumbai ",14000,Blue,Petrol,44000,2011,FirstOwner,,
41614,"Bajaj Pulsar 150cc Dtsi","Mumbai ",32000,Red,Petrol,31999,2011,FirstOwner,,
41615,"Bajaj Pulsar 150cc Dtsi","Mumbai ",35000,Black,Petrol,19000,2008,FirstOwner,,
41616,"Bajaj Caliber 115","Mumbai ",80000,Black,Petrol,10000,2002,SecondOwner,,
41617,"Bajaj Avenger 180","Mumbai ",30000,Black,Petrol,29999,2006,FirstOwner,,
41618,"Bajaj Pulsar 220F Dtsi","Mumbai ",53000,Red,Petrol,51999,2012,SecondOwner,,
41619,"Honda CB Twister Self Drum Alloy","Thane ",8000,White,Petrol,40000,2012,FirstOwner,,
41620,"KTM Duke 200","Mumbai ",3700,Orange,Petrol,110000,2014,FirstOwner,,
41621,"Royal Enfield Continental Gt 535","Mumbai ",1200,Red,Petrol,160000,2014,FirstOwner,,
41622,"Suzuki Gs150r","Mumbai ",18500,Black,Petrol,35000,2011,FirstOwner,,
41623,"KTM Duke 200","Mumbai ",2000,Orange,Petrol,74000,2012,FirstOwner,,
41624,"Hero Honda Cbz Xtreme Self Start","Kharghar ",55000,Red,Petrol,17000,2006,FirstOwner,,
41625,"Honda Unicorn Alloy","Thane ",50000,Black,Petrol,39999,2009,SecondOwner,,
41626,"TVS Victor 110","Raigad ",6000,Black,Petrol,15000,2003,SecondOwner,,
41627,"Yamaha FZ16","Kharghar ",25000,Black&Gold,Petrol,44999,2012,FirstOwner,,
41628,"Bajaj Pulsar 150cc Dtsi","Pune ",80000,Black,Petrol,19000,2003,FirstOwner,,
41629,"Bajaj Pulsar 150cc Dtsi","Pune ",30000,Black,Petrol,14000,2002,SecondOwner,,
41630,"Bajaj Pulsar 150cc Dtsi","Pune ",10500,Black,Petrol,59999,2013,FirstOwner,,
41631,"Yamaha FZ16","Kharghar ",25000,Black&Gold,Petrol,44999,2012,FirstOwner,,
41632,"Bajaj Pulsar 180cc Dtsi","Pune ",44000,Black,Petrol,39000,2010,FirstOwner,,
41633,"Bajaj Pulsar 150cc Dtsi","Pune ",18000,Black,Petrol,44000,2011,FirstOwner,,
41634,"Bajaj Pulsar 200 NS","Pune ",38000,Blue,Petrol,64000,2012,FirstOwner,,
41635,"Bajaj Pulsar 150cc Dtsi","Pune ",78000,Black,Petrol,21999,2004,FirstOwner,,
41636,"Bajaj Pulsar 150cc Dtsi","Pune ",33000,Black,Petrol,44999,2008,FirstOwner,,
41637,"Honda Stunner CBF Self Disc Alloy","Pune ",90000,BlackAndRed,Petrol,34000,2009,SecondOwner,,
41638,"Hero Motocorp Karizma 223","Pune ",24500,White,Petrol,70000,2012,FirstOwner,,
41639,"Bajaj CT 100 Spoke","Hyderabad ",45000,Black,Petrol,14000,2005,SecondOwner,,
41640,"TVS XL Super HD 2 Stroke","Coimbatore ",25000,Green,Petrol,10000,1996,FirstOwner,,
41641,"Bajaj Avenger 220","Hyderabad ",23600,Black,Petrol,49999,2011,SecondOwner,,
41642,"Hero Motocorp Ignitor 125 Drum",K.,10500,Black,Petrol,44000,2014,FirstOwner,,
41643,"Royal Enfield Bullet Electra Twinspark","Pune ",23000,MatBlack,Petrol,69999,2010,FirstOwner,,
41644,"Royal Enfield Bullet 350 Twinspark","Pune ",54000,Black,Petrol,99000,1982,FirstOwner,,
41645,"Bajaj Pulsar 150cc Dtsi","Jaipur ",30000,BlackBlue,Petrol,29999,2011,FirstOwner,,
41646,"Hero Honda Cbz Xtreme Self Start","Pune ",50000,SportsRed,Petrol,21000,2007,FirstOwner,,
41647,"Bajaj Avenger 180","Jaipur ",31000,Black,Petrol,40000,2006,SecondOwner,,
41648,"KTM Duke 200","Jaipur ",4500,OrangeAndBlack,Petrol,120000,2014,FirstOwner,,
41649,"TVS Star City Alloy","Jaipur ",20000,Blue,Petrol,26000,2012,FirstOwner,,
41650,"Honda Unicorn Alloy","Chennai ",13000,Black,Petrol,50000,2012,FirstOwner,,
41651,"Honda Unicorn Alloy","Chennai ",88000,Black,Petrol,27000,2008,FirstOwner,,
41652,"Royal Enfield Bullet 350 Twinspark","Chennai ",4000,Red,Petrol,100000,1981,SecondOwner,,
41653,"Royal Enfield Bullet 350","Coimbatore ",26850,MBlack,Petrol,100000,2011,FirstOwner,,
41654,"Bajaj Pulsar 150cc Dtsi","Hyderabad ",44000,Black,Petrol,17000,2006,SecondOwner,,
41655,"Yamaha RX 135 STD","Coimbatore ",60000,Red,Petrol,48999,1999,SecondOwner,,
41656,"Hero Honda Glamour","Hyderabad ",48000,Black,Petrol,21999,2008,SecondOwner,,
41657,"Hero Honda Passion Pro","Hyderabad ",50000,RedAndBlack,Petrol,31999,2009,FirstOwner,,
41658,"Hero Honda Karizma R","Hyderabad ",40393,Black,Petrol,35000,2009,SecondOwner,,
41659,"Suzuki Gs150r","Hyderabad ",57000,Black,Petrol,29000,2008,FirstOwner,,
41660,"Royal Enfield Classic 350",K.,13000,Black,Petrol,120000,2014,FirstOwner,,
41661,"Yamaha FZ16","Hyderabad ",60000,Black,Petrol,39000,2009,SecondOwner,,
41662,"TVS Apache RTR 160","Karimnagar ",16000,Red,Petrol,49000,2013,FirstOwner,,
41663,"Hero Honda Splendor Plus","Lucknow ",50000,Black,Petrol,18000,2001,FirstOwner,,
41664,"Yamaha FZ S","Lucknow ",13000,Black&Green,Petrol,34000,2010,SecondOwner,,
41665,"Hero Honda Passion Pro","Lucknow ",60000,Sliver,Petrol,20000,2005,FirstOwner,,
41666,"Bajaj Pulsar 200 NS","Kolkata ",13000,Black,Petrol,40000,2007,FirstOwner,,
41667,"Yamaha RX 100 STD","Lucknow ",30000,Black,Petrol,19999,1995,SecondOwner,,
41668,"Bajaj Pulsar 135","Barrackpore ",15000,Red&Black,Petrol,43000,2013,SecondOwner,,
41669,"Bajaj Discover 150 F Disc","Kolkata ",3200,GoldenBlack,Petrol,58000,2015,FirstOwner,,
41670,"Bajaj Pulsar 200 NS","Kolkata ",8100,Red,Petrol,60999,2013,SecondOwner,,
41671,"Hero Honda Passion Plus","Kolkata ",30000,Silver,Petrol,22000,2005,FirstOwner,,
41672,"Bajaj Pulsar 150cc Dtsi","Patna ",16200,Black,Petrol,54999,2014,FirstOwner,,
41673,"KTM RC 200","Chittoor ",2345,Red,Diesel,5000,2015,FirstOwner,,
41674,"TVS Star City Spoke","Patna ",24000,Red,Petrol,24000,2006,FirstOwner,,
41675,"Bajaj Pulsar 180cc Dtsi","Chandigarh ",50000,Black,Petrol,20000,2008,FirstOwner,,
41676,"Hero Honda Splendor Plus","Chandigarh ",50000,Black,Petrol,31999,2009,FirstOwner,,
41677,"Bajaj Pulsar 150cc Dtsi","Delhi ",35000,Black,Petrol,34000,2010,SecondOwner,,
41678,"Bajaj Pulsar 150cc Dtsi","Delhi ",3600,Black,Petrol,17000,2006,FirstOwner,,
41679,"Bajaj Pulsar 150cc Dtsi","Delhi ",13000,Black,Petrol,35000,2010,FirstOwner,,
41680,"Bajaj Discover 100","Delhi ",41000,Blue,Petrol,20999,2010,FirstOwner,,
41681,"Hero Honda Karizma R","Delhi ",17000,Black,Petrol,27000,2009,FirstOwner,,
41682,"Honda Stunner CBF Self Disc Alloy","Delhi ",9000,GreenAndBlack,Petrol,39999,2013,FirstOwner,,
41683,"Royal Enfield Bullet 350 Twinspark","Delhi ",48000,Black,Petrol,69000,2004,SecondOwner,,
41684,"TVS Apache RTR 160","Delhi ",44000,Grey,Petrol,34000,2009,FirstOwner,,
41685,"Yamaha FZS FI Version 2.0","Delhi ",13000,RedAndBlack,Petrol,65000,2014,FirstOwner,,
41686,"Tvs Star City","Delhi ",15000,Black,Petrol,23999,2007,FirstOwner,,
41687,"Hero Honda Passion Plus","Surat ",70000,SliverAndBlue,Petrol,19999,2004,FirstOwner,,
41688,"Honda Activa 125 Standard","Churu ",50000,Red,Petrol,30000,2015,FirstOwner,,
41689,"Bajaj Pulsar 150cc Dtsi","Gurgaon ",37000,Black,Petrol,29000,2011,FirstOwner,,
41690,"Hero Motocorp Glamour Alloy Drum","Gurgaon ",13600,RedAndBlack,Petrol,38500,2012,FirstOwner,,
41691,"Bajaj Pulsar 150cc Dtsi","Bangalore ",9400,Black,Petrol,44999,2009,FirstOwner,,
41692,"Bajaj Pulsar 150cc Dtsi","Bangalore ",25000,Black,Petrol,29000,2008,FirstOwner,,
41693,"Bajaj Pulsar 150cc Dtsi","Bangalore ",50000,Black,Petrol,30000,2007,SecondOwner,,
41694,"Bajaj Pulsar 180cc Dtsi","Bangalore ",33000,Black,Petrol,40000,2007,SecondOwner,,
41695,"Royal Enfield Bullet 350","Bangalore ",3700,Red,Petrol,1650000,2014,FirstOwner,,
41696,"Royal Enfield Machismo 350","Bangalore ",2000,Black,Petrol,100000,2000,SecondOwner,,
41697,"Royal Enfield Bullet 350","Bangalore ",100000,Black,Electric,130000,2000,FirstOwner,,
41698,"TVS XL Super HD 2 Stroke","Bangalore ",28000,DarkGreen,Petrol,15000,2002,SecondOwner,,
41699,"Suzuki Samurai STD","Bangalore ",13000,Gray,Petrol,64999,1998,SecondOwner,,
